name,sku,description,image_url
Levigatrice per cartongesso 225mm XR 18V 2xFV6.0Ah,dce800t2-qw,"Levigatrice per cartongesso 225mm XR 18V 2xFV6.0Ah

The DCE800 cordless drywall sander features a brushless motor to increase runtime, durability, and speed consistency, AIRLOCK™ connection for use with DEWALT dust extractors, and a variable speed dial. The DCE800's telescopic shaft and articulating head allow users to better reach their workspaces. To efficiently remove potentially harmful dust in the workplace, the tool is equipped with Wireless Tool Control for pairing with compatible DEWALT dust extractors such as the DCV586M.",/images/dewalt_products_elettroutensili/Levigatricepercartongesso225mmXR18V2xFV60Ah.webp
Levigatrice per cartongesso 225mm XR 18V (in valigetta senza batterie e caricbatteria),dce800n-xj,"Levigatrice per cartongesso 225mm XR 18V (in valigetta senza batterie e caricbatteria)

",/images/dewalt_products_elettroutensili/Levigatricepercartongesso225mmXR18Vinvaligettasenzabatterieecaricbatteria.webp
Protezione da taglio per calcestruzzo per smerigliatrice angolare da 125 mm,dwe46225-xj,"Protezione da taglio per calcestruzzo per smerigliatrice angolare da 125 mm

High performance cutting guards for professional dust free concrete cutting applications on the toughest jobsites. Available in 125mm to fit most DEWALT angle grinders they allow users to plunge cut into all materials accurately with built-in depth control.",/images/dewalt_products_elettroutensili/Protezionedatagliopercalcestruzzopersmerigliatriceangolareda125mm.webp
Sega universale compatta XR 12V - 2 batterie 2Ah,dcs312d2-qw,"Sega universale compatta XR 12V - 2 batterie 2Ah

Sega universale XR 12V XR compatta . Peso di soli 1,38 kg (solo corpo macchina), efficiente motore brushless, fino a 2800 corse/min, lunghezza della corsa di 16 mm per un taglio rapido ed efficiente. La sega è dotata di LED per la visibilità, di velocità variabile per un maggiore controllo e un sgancio lama senza attrezzi per cambi lama facili e veloci.",/images/dewalt_products_elettroutensili/SegauniversalecompattaXR12V-2batterie2Ah.webp
230mm 2200W Large Angle Grinder Concrete Cutting Kit,dwe492gk-qs,"230mm 2200W Large Angle Grinder Concrete Cutting Kit

High performance cutting guards for professional dust free concrete cutting applications on the toughest jobsites. Kit composed by 230mm cutting guard and 2200W corded angle grinder allows users to plunge cut into all materials accurately with built-in depth control.",/images/dewalt_products_elettroutensili/230mm2200WLargeAngleGrinderConcreteCuttingKit.webp
Seghetto universale XR 18V 2x4.0Ah,dcs369m2-qw,"Seghetto universale XR 18V 2x4.0Ah

",/images/dewalt_products_elettroutensili/SeghettouniversaleXR18V2x40Ah.webp
Seghetto universale XR 18V (in valigetta senza batterie e caricbatteria),dcs369nt-xj,"Seghetto universale XR 18V (in valigetta senza batterie e caricbatteria)

",/images/dewalt_products_elettroutensili/SeghettouniversaleXR18Vinvaligettasenzabatterieecaricbatteria.webp
6mm Brushless Die Grinder,dwe4997-qs,"6mm Brushless Die Grinder

",/images/dewalt_products_elettroutensili/6mmBrushlessDieGrinder.webp
Martello Demo-perforatore SDS-MAX 45mm 10.5J 1600W 7Kg,d25614k-qs,"Martello Demo-perforatore SDS-MAX 45mm 10.5J 1600W 7Kg

",/images/dewalt_products_elettroutensili/MartelloDemo-perforatoreSDS-MAX45mm105J1600W7Kg.webp
Martello Demo-perforatore 45mm 10.5J XR Flexvolt 54V (in valigetta senza batterie e caricbatteria),dch614n-xj,"Martello Demo-perforatore 45mm 10.5J XR Flexvolt 54V (in valigetta senza batterie e caricbatteria)

The first DEWALT Hammer drill to feature Wireless Tool Control built-in. The DEWALT 54V brushless motor and high capacity 54V battery delivers 10.5 Joules of impact energy which offers a maximum drilling capacity of 45mm into solid concrete. Despite its high performance the DCH614 features class leading vibration of 8.4m/s2 thanks to Perform and Protect features including an Active Vibration Control handle and an anti-rotation system which detects a loss of tool control and reacts instantly by cutting power.",/images/dewalt_products_elettroutensili/MartelloDemo-perforatore45mm105JXRFlexvolt54Vinvaligettasenzabatterieecaricbatteria.webp
Graffettatrice per cambrette metalliche XR 18V (in valigetta senza batterie e caricbatteria),dcfs950n-xj,"Graffettatrice per cambrette metalliche XR 18V (in valigetta senza batterie e caricbatteria)

The DCFS950 is the first dedicated 18V XR Fencing Stapler from DEWALT. Designed for Agricultural, Industrial or Civil Engineering support, the DCFS950 will drastically reduce the time it takes to install wire fencing perimeters. Fires up to 590 staples per charge with 3 power settings allows for the staple to be sunk flush or left proud depending on the application.",/images/dewalt_products_elettroutensili/GraffettatricepercambrettemetallicheXR18Vinvaligettasenzabatterieecaricbatteria.webp
Naso non Magnetico per DCN890,dcn8904-xj,"Naso non Magnetico per DCN890

For use with drywall, steel stud and track wall framing systems",/images/dewalt_products_elettroutensili/NasononMagneticoperDCN890.webp
Naso non Magnetico per DCN890,dcn8904-xj,"Naso non Magnetico per DCN890

For use with drywall, steel stud and track wall framing systems",/images/dewalt_products_elettroutensili/NasononMagneticoperDCN890.webp
Graffettatrice per cambrette metalliche XR 18V (in valigetta senza batterie e caricbatteria),dcfs950n-xj,"Graffettatrice per cambrette metalliche XR 18V (in valigetta senza batterie e caricbatteria)

The DCFS950 is the first dedicated 18V XR Fencing Stapler from DEWALT. Designed for Agricultural, Industrial or Civil Engineering support, the DCFS950 will drastically reduce the time it takes to install wire fencing perimeters. Fires up to 590 staples per charge with 3 power settings allows for the staple to be sunk flush or left proud depending on the application.",/images/dewalt_products_elettroutensili/GraffettatricepercambrettemetallicheXR18Vinvaligettasenzabatterieecaricbatteria.webp
Cavalletto di supporto per troncatrici,de7023-xj,"Cavalletto di supporto per troncatrici

",/images/dewalt_products_elettroutensili/Cavallettodisupportopertroncatrici.webp
Compressore XR 18V (senza batterie e caricbatteria),dcc018n-xj,"Compressore XR 18V (senza batterie e caricbatteria)

The DCC018 is a compact, high performance 18V inflator. A part of the XR 18V range, the DCC018 is durable, easy to use and able to tackle big tasks thanks to its high pressure output offering up to 14.7 L/min @ 2.4 BAR of free air delivery. The DCC018 Inflator can utilise 3 different power sources: it is compatible with our XR 18V battery range, it has an on-board 12V plug or can be powered by the 230V plug in adaptor (sold separately). In addition the DCC018 features a bright LED light and a fast deflation capability.",/images/dewalt_products_elettroutensili/CompressoreXR18Vsenzabatterieecaricbatteria.webp
Sega Alligator 430mm XR FLEXVOLT 54V BRUSHLESS (senza batterie),dcs397n-xj,"Sega Alligator 430mm XR FLEXVOLT 54V BRUSHLESS (senza batterie)

",/images/dewalt_products_elettroutensili/SegaAlligator430mmXRFLEXVOLT54VBRUSHLESSsenzabatterie.webp
Sega a Banco XR FLEXVOLT 54V BRUSHLESS (senza batterie),dcs7485n-xj,"Sega a Banco XR FLEXVOLT 54V BRUSHLESS (senza batterie)

",/images/dewalt_products_elettroutensili/SegaaBancoXRFLEXVOLT54VBRUSHLESSsenzabatterie.webp
18V XR Chiodatrice per cemento - no batteria,dcn890n-xj,"18V XR Chiodatrice per cemento - no batteria

The DCN890 concrete nailer has a nail range of 13mm to 57mm and can drive into both steel and concrete͍Fully compatible with the DeWALT® XR 18V platform, the 5.0Ah 18 volt lithium ion battery delivers high performance, long life and maximum runtime͍It is also more reliable than gas tools with less cleaning and servicing, and the battery can work at lower temperatures with more consistent power delivery͍The brushless motor reduces tool size whilst maximising power delivery and the specially designed compact drive components give quick acceleration to fire the first nail͍The system includes 3 specifically designed nose pieces: DCN8902 (magnetic) and DCN8903 (non-magnetic) for clips; DCN8904 (drywall) for tracking͍It also includes the DCN8905 extension pole for fastening into ceilings and hard to reach areas",/images/dewalt_products_elettroutensili/18VXRChiodatricepercemento-nobatteria.webp
18V XR Chiodatrice per cemento - 2 X 5Ah,dcn890p2-qw,"18V XR Chiodatrice per cemento - 2 X 5Ah

The DCN890 concrete nailer has a nail range of 13mm to 57mm and can drive into both steel and concrete͍Fully compatible with the DeWALT® XR 18V platform, the 5.0Ah 18 volt lithium ion battery delivers high performance, long life and maximum runtime͍It is also more reliable than gas tools with less cleaning and servicing, and the battery can work at lower temperatures with more consistent power delivery͍The brushless motor reduces tool size whilst maximising power delivery and the specially designed compact drive components give quick acceleration to fire the first nail͍The system includes 3 specifically designed nose pieces: DCN8902 (magnetic) and DCN8903 (non-magnetic) for clips; DCN8904 (drywall) for tracking͍It also includes the DCN8905 extension pole for fastening into ceilings and hard to reach areas",/images/dewalt_products_elettroutensili/18VXRChiodatricepercemento-2X5Ah.webp
Naso magnetico per DCN890,dcn8902-xj,"Naso magnetico per DCN890

For use with all metal clips, washers and ties without the friction fitment",/images/dewalt_products_elettroutensili/NasomagneticoperDCN890.webp
Groppinatrice 18 Gauge 18V XR - (solo corpo macchina,dcn680nt-xj,"Groppinatrice 18 Gauge 18V XR - (solo corpo macchina

",/images/dewalt_products_elettroutensili/Groppinatrice18Gauge18VXR-solocorpomacchina.webp
Groppinatrice 18 Gauge Precision Point,dpn1850pp-xj,"Groppinatrice 18 Gauge Precision Point

",/images/dewalt_products_elettroutensili/Groppinatrice18GaugePrecisionPoint.webp
Seghetto alternativo Impugnatura a staffa 650W,dwe349-qs,"Seghetto alternativo Impugnatura a staffa 650W

",/images/dewalt_products_elettroutensili/SeghettoalternativoImpugnaturaastaffa650W.webp
"Levigatrice a nastro 457x13mm XR 18V BRUSHLESS, per la finitura e la sbavatura in spazi ristretti, velocità variabile 7 posizioni 579-1.700 m/min,  Braccio esterno per superfici tonde, impugnatura laterale, adattatore per aspirazione, valigetta TSTAK.",dcm200nt-xj,"Levigatrice a nastro 457x13mm XR 18V BRUSHLESS, per la finitura e la sbavatura in spazi ristretti, velocità variabile 7 posizioni 579-1.700 m/min,  Braccio esterno per superfici tonde, impugnatura laterale, adattatore per aspirazione, valigetta TSTAK.

Il Bandfile DCM200 è progettato per applicazioni commerciali gravose con rotazione fino a 1.700 m/min. Questa potenza è controllata con un grilletto a velocità variabile e un quadrante di impostazione della velocità. Un braccio girevole a 173° consente all'utente di sfruttare appieno la portabilità e la versatilità e di accedere a spazi difficili da raggiungere. Abbinato a un LED rotante per illuminare l'area di lavoro e alla sostituzione della cinghia senza attrezzi, il DCM200 offre comodità, mobilità e versatilità all'utente. Si unisce a oltre 250 prodotti nel sistema XR da 18 V.",/images/dewalt_products_elettroutensili/Levigatriceanastro457x13mmXR18VBRUSHLESSperlafinituraelasbavaturainspaziristrettivelocitàvariabile7posizioni579-1700mminBraccioesternopersuperficitondeimpugnaturalateraleadattatoreperaspirazionevaligettaTSTAK.webp
Graffettatrice per cambrette per recinzioni 18V XR 5Ah,dcfs950p2-qw,"Graffettatrice per cambrette per recinzioni 18V XR 5Ah

",/images/dewalt_products_elettroutensili/Graffettatricepercambretteperrecinzioni18VXR5Ah.webp
18V XR Brushless Reciprocating Saw - Bare in TSTAK,dcs382nt-xj,"18V XR Brushless Reciprocating Saw - Bare in TSTAK

",/images/dewalt_products_elettroutensili/18VXRBrushlessReciprocatingSaw-BareinTSTAK.webp
Troncatrice radiale con pianetto 305mm,d27112-qs,"Troncatrice radiale con pianetto 305mm

",/images/dewalt_products_elettroutensili/Troncatriceradialeconpianetto305mm.webp
Sega a Nastro 155mm a 2 Velocità,dw738-qs,"Sega a Nastro 155mm a 2 Velocità

",/images/dewalt_products_elettroutensili/SegaaNastro155mma2Velocità.webp
Sega a Nastro XR Litio 18V (senza batterie),dcs371n-xj,"Sega a Nastro XR Litio 18V (senza batterie)

La sega a nastro DCS371 18V XR ha u un'ergonomia ed un bilanciamento ottimo e ha una capacità di taglio fino a 63 mm. Luce LED consente di lavorare in spazi bui. Solo corpo macchina, batterie e caricabatterie venduti separatamente.",/images/dewalt_products_elettroutensili/SegaaNastroXRLitio18Vsenzabatterie.webp
Troncatrice radiale compatta 250mm + Sistema tracciatura XPS,dws778-qs,"Troncatrice radiale compatta 250mm + Sistema tracciatura XPS

",/images/dewalt_products_elettroutensili/Troncatriceradialecompatta250mmSistematracciaturaXPS.webp
Troncatrice radiale compatta 250mm + Sistema tracciatura XPS,dws778-qs,"Troncatrice radiale compatta 250mm + Sistema tracciatura XPS

",/images/dewalt_products_elettroutensili/Troncatriceradialecompatta250mmSistematracciaturaXPS.webp
Vibratore per cemento 18V,dce531n-xj,"Vibratore per cemento 18V

",/images/dewalt_products_elettroutensili/Vibratorepercemento18V.webp
Compressore 10 litro XR 54v Flexvolt (senza batterie e caricbatteria),dcc1054n-xj,"Compressore 10 litro XR 54v Flexvolt (senza batterie e caricbatteria)

",/images/dewalt_products_elettroutensili/Compressore10litroXR54vFlexvoltsenzabatterieecaricbatteria.webp
Scanalatrice XR Flexvolt 54V 2 x FV 6.0Ah,dcg200t2-qw,"Scanalatrice XR Flexvolt 54V 2 x FV 6.0Ah

The world's first cordless wall chaser, powered by 54V XR FLEXVOLT batteries and a brushless motor to deliver a maximum cutting depth of 32mm into solid concrete with an adjustable cutting width from 8 to 35mm. Other features include Wireless Tool Control to enable automatic stop start dust extraction when used with the DCV586M, tool free cutting depth adjustment with park position and an electronic clutch to protect the user from kick back.",/images/dewalt_products_elettroutensili/ScanalatriceXRFlexvolt54V2xFV60Ah.webp
Utensile Multi-Funzione ad oscillazione 300W,dwe315kt-qs,"Utensile Multi-Funzione ad oscillazione 300W

",/images/dewalt_products_elettroutensili/UtensileMulti-Funzioneadoscillazione300W.webp
Troncatrice 54V XR FLEXVOLT 250mm - Unità nuda,dcs727n-xj,"Troncatrice 54V XR FLEXVOLT 250mm - Unità nuda

The DCS727 offers the ultimate combination of accuracy, power and cordless freedom. Engineered for repeatable accuracy with dual horizontal rails and a stainless steel detent plate with common angles at 0, 15, 22.5, 31.6, 35.3 and 45 degrees, the 54V brushless motor also offers a maximum cutting capacity of 305 x 77mm. Other features include Wireless Tool Control to enable automatic stop start dust extraction when used with the DCV586M, XPS crosscut positioning system for the ultimate in accuracy and visibility with no calibration needed and machined side handles for increased portability on site.",/images/dewalt_products_elettroutensili/Troncatrice54VXRFLEXVOLT250mm-Unitànuda.webp
Troncatrice radiale con pianetto 305mm,d27112-qs,"Troncatrice radiale con pianetto 305mm

",/images/dewalt_products_elettroutensili/Troncatriceradialeconpianetto305mm.webp
Sega a Nastro 155mm a 2 Velocità,dw738-qs,"Sega a Nastro 155mm a 2 Velocità

",/images/dewalt_products_elettroutensili/SegaaNastro155mma2Velocità.webp
Sega a Nastro XR Litio 18V (senza batterie),dcs371n-xj,"Sega a Nastro XR Litio 18V (senza batterie)

La sega a nastro DCS371 18V XR ha u un'ergonomia ed un bilanciamento ottimo e ha una capacità di taglio fino a 63 mm. Luce LED consente di lavorare in spazi bui. Solo corpo macchina, batterie e caricabatterie venduti separatamente.",/images/dewalt_products_elettroutensili/SegaaNastroXRLitio18Vsenzabatterie.webp
Lucidatrice 150/180mm 1250W,dwp849x-qs,"Lucidatrice 150/180mm 1250W

",/images/dewalt_products_elettroutensili/Lucidatrice150180mm1250W.webp
Troncatrice 216mm XR FLEXVOLT 54V BRUSHLESS (senza batterie),dcs777n-xj,"Troncatrice 216mm XR FLEXVOLT 54V BRUSHLESS (senza batterie)

",/images/dewalt_products_elettroutensili/Troncatrice216mmXRFLEXVOLT54VBRUSHLESSsenzabatterie.webp
Sega Alternata ALLIGATOR© da 430mm (lama POROTON® Classe 20),dwe398-qs,"Sega Alternata ALLIGATOR© da 430mm (lama POROTON® Classe 20)

",/images/dewalt_products_elettroutensili/SegaAlternataALLIGATORda430mmlamaPOROTONClasse20.webp
"Kit pulizia pavimenti (2 tubi in metallo, bocchetta per fessure, spazzola per pavimenti)",dwv9350-xj,"Kit pulizia pavimenti (2 tubi in metallo, bocchetta per fessure, spazzola per pavimenti)

",/images/dewalt_products_elettroutensili/Kitpuliziapavimenti2tubiinmetallobocchettaperfessurespazzolaperpavimenti.webp
